9	44792439	44793129	.	1000	.	835.85800	-1	-1	307	5.00	5.00	44792472	44793129	376.19000	275	44792439	44793116	459.66800	306
2	157870071	157871056	.	1000	.	559.91500	-1	-1	503	5.00	5.00	157870071	157871048	286.15700	507	157870075	157871056	273.75800	495
1	57445362	57446375	.	1000	.	522.83400	-1	-1	475	5.00	5.00	57445382	57446333	255.42000	459	57445362	57446375	267.41400	472
16	18065981	18067015	.	1000	.	521.42800	-1	-1	613	5.00	5.00	18066000	18066974	273.33800	592	18065981	18067015	248.09000	615
5	31683689	31684729	.	1000	.	461.86500	-1	-1	548	5.00	5.00	31683689	31684729	220.66000	545	31683696	31684666	241.20500	545
1	63215515	63216547	.	1000	.	438.60600	-1	-1	644	5.00	5.00	63215617	63216547	218.89200	548	63215515	63216498	219.71400	638
13	73476024	73476949	.	1000	.	425.00500	-1	-1	549	5.00	5.00	73476024	73476949	210.54500	552	73476068	73476926	214.46000	502
1	55126539	55127650	.	1000	.	359.68000	-1	-1	665	5.00	5.00	55126539	55127650	170.14100	668	55126564	55127605	189.53900	637
15	57939181	57940249	.	1000	.	357.60500	-1	-1	484	5.00	5.00	57939223	57940192	175.47200	441	57939181	57940249	182.13300	485
10	77457760	77458562	.	1000	.	357.07500	-1	-1	363	5.00	5.00	77457796	77458561	181.62100	328	77457760	77458562	175.45400	363
11	77872103	77874220	.	1000	.	355.79685	-1	-1	578	5.00	5.00	77872103	77874194	177.70375	1265	77872234	77874220	178.09310	807
5	77122207	77122914	.	1000	.	332.38900	-1	-1	310	5.00	5.00	77122208	77122912	171.08300	307	77122207	77122914	161.30600	313
4	117146166	117147195	.	1000	.	328.90900	-1	-1	530	5.00	5.00	117146166	117147156	164.76400	532	117146210	117147195	164.14500	484
10	116416867	116418086	.	1000	.	327.27600	-1	-1	568	5.00	5.00	116416867	116418086	174.19000	566	116416891	116418014	153.08600	546
9	110162087	110162921	.	1000	.	320.39700	-1	-1	332	5.00	5.00	110162087	110162854	161.77200	330	110162109	110162921	158.62500	313
12	104717555	104718776	.	1000	.	308.91600	-1	-1	850	5.00	5.00	104717555	104718776	161.88407	684	104717766	104718758	147.03193	412
9	124195271	124197231	.	1000	.	305.79150	-1	-1	720	5.00	5.00	124195325	124197188	147.75590	915	124195271	124197231	158.03560	710
2	154498382	154499088	.	1000	.	297.52400	-1	-1	405	5.00	5.00	154498382	154499070	149.46600	406	154498390	154499088	148.05800	396
9	108337270	108338250	.	1000	.	292.62600	-1	-1	411	5.00	5.00	108337270	108338223	147.78000	412	108337295	108338250	144.84600	386
10	128509486	128510362	.	1000	.	289.66700	-1	-1	464	5.00	5.00	128509564	128510362	151.95500	383	128509486	128510347	137.71200	468
10	80736105	80737227	.	1000	.	288.81024	-1	-1	660	5.00	5.00	80736127	80737227	150.24224	406	80736105	80737159	138.56800	662
